RAZAO;INFORMAL;RAMOATIVID;TIPOEMP;UNIDADE;TEL1;TELC2;FAX;NCHECKOUT;ENDEMP;BAIRROEMP;CEP;CIDADEEMP;UFEMP;Origem 
Carrefour Comercio e Industria Ltda;CHAMPION;Varejo Alimenticio;Filial;S J Rio Preto II;17-222-6446;;17-222-6446;17;R Pedro Amaral, 3515;Vl Ercilia;15014-000;S J do Rio Preto;SP;MKR
Catricala & Cia Ltda;SM LARANJAO;Varejo Alimenticio;Filial;Boa Vista;17-232-8119;;17-234-6920;7;R Sao Joao, 1517;Vl Zilda;15025-025;S J do Rio Preto;SP;MKR
Bionatus Laboratorio Botanico Ltda;BIONATUS;Industria Outros;Matriz;;17-3219-9900;;;0;Av Domingos Falavina, 1041;Jd Mugnaine;15045-395;Sao Jose do Rio Preto;SP;MKR
Arlindo Valencio Rio Preto;DOCES VALENCIO;Industria Alimentícia;Matriz;;17-224-1717;;17-224-1717;0;R Josina Teixeira de Carvalho, 312;Vl Anchieta;15050-300;S J do Rio Preto;SP;MKR
Rioplast Maquinas e Embalagens Ltda;RIOPLAST;Industria Outros;Matriz;;17-3225-6274;;;0;Av Danilo Galeasi, 1809;Jd Caparoz;15051-000;Sao Jose do Rio preto;SP;MKR
Mini Mercado Nso Sro do Bonfim Ltda;SM BONFIM;Varejo Alimenticio;Matriz;;17-227-5764;;17-227-5764;2;R Luiza Mazeto de Araujo, 88;Nsr do Bonfim;15085-190;S J do Rio Preto;SP;MKR
Frigo Boi;FRIGO BOI;Varejo Alimenticio;Matriz;;17-227-7795;;17-227-7795;0;Av Brig Faria Lima, 5230;Vl Sao Pedro;15090-000;S J do Rio Preto;SP;MKR
Servico Social do Comercio;SESC RIO PRETO;Prestação Serviços Clubes;Filial;Rio Preto;17  3216-9300;;;0;Av Francisco das Chagas Oliveira, 1333;Chac Municipal;15090-190;S J do Rio Preto;SP;MKR
C & C Casa & Construcao Ltda;C & C;Varejo Outros;Filial;S J Rio Preto;17-3216-4646;;;0;Av Brg Faria Lima, 6363 Bl A SUC 1;Jd Morumbi;15090-900;S J do Rio Preto;SP;MKR
Carnes Nobres Camp boi;FRIGORIFICO SANTA ESMERALDA LTDA;Industria Alimentícia;Filial;;17-267-9500;;;0;Rod Assis Chateauriand, Km 176;;15110-000;Guapiacu;SP;MKR
Monica Bogaz Gava EPP;MERCEARIA BOGAZ;Varejo Alimenticio;Matriz;;17  271-1280;;17   271-1280;2;R Rui Barbosa, 53;Centro;15120-000;Neves Paulista;SP;MKR
Supermercado Golfinho Ltda;SM GOLFINHO;Varejo Alimenticio;Matriz;;17-3242-3875;;17-3242-3875;10;R 9 de Julho, 13-98;Vl Sao Jose;15130-000;Mirassol;SP;MKR
Luiz Antonio Barussi;SM BARUSSI;Varejo Alimenticio;Matriz;;17-264-1458;;17-264-1458;2;R Parana, 549;Centro;15140-000;Balsamo;SP;MKR
Rubens de Souza Diniz;SUPERMERCADO RUBAO;Varejo Alimenticio;Matriz;;17  275-1935;;17   2846;4;R Felix Buissa, 875;Jd Sao Jose;15150-000;Monte Aprazivel;SP;MKR
Supermercado Kibaratebom Ltda ME;SUPERMERCADO BARATO E BOM;Varejo Alimenticio;Matriz;;17-3275-1760;;17-3275-1760;1;Av Brasil, 677;Centro;15150-000;Monte Aprazivel;SP;MKR
Supermercado Golfinho Ltda;SM GOLFINHO;Varejo Alimenticio;Matriz;;17-272-1217;;17-272-1217;6;R Cel Joaquim da Cunha, 319;Centro;15170-000;Tanabi;SP;MKR
Supermercado Golfinho Ltda;SM GOLFINHO;Varejo Alimenticio;Matriz;;17-272-1312;;17-272-1217;7;R Cel Militao, 754;Centro;15170-000;Tanabi;SP;MKR
Master Nhandeara Supermercados Ltda;MASTER SM;Varejo Alimenticio;Matriz;;17-3472-1092;;17-3472-1739;5;R Con Domingos Planilo, 588;Centro;15190-000;Nhandeara;SP;MKR
Jose A da Conceicao Matos & Cia Ltda;SM REAL;Varejo Alimenticio;Matriz;;17-245-1880;;17-245-1880;4;Pca Mal Deodoro da Fonseca, 118;Centro;15200-000;Jose Bonifacio;SP;MKR
Sofruta Industria Alimenticia Ltda;SOFRUTA;Industria Alimentícia;Filial;;17-245-1321;;17-245-1717;0;R 28 de Dezembro, 505;Centro;15200-000;Jose Bonifacio;SP;MKR
Irmaos Pianta Ltda;SM PIANTA;Varejo Alimenticio;Matriz;;17-248-1205;;17-248-1403;4;R Dr Jacinto de Souza, 588;Centro;15220-000;Mendonca;SP;MKR
Benedito Aparecido Stella & Cia Ltda;SM STELLA;Varejo Alimenticio;Matriz;;18-691-1089;;18-691-1089;5;R Floriano Peixoto, 862;Centro;15290000;Buritama;SP;MKR
Mercearia Queiroz Ltda;MERCEARIA QUEIROZ;Varejo Alimenticio;Matriz;;02118 3704-3870;;;0;R Dermival Franchesci, 664;Vl Carvalho;15370000;Pereira Barreto;SP;MKR
Barufi & Carmona Ltda;SM ILHENSE;Varejo Alimenticio;Filial;;18-3742-4274;;;5;Av Brasil Sul, 705;Zona Sul;15385000;Ilha Solteira;SP;MKR
Mini Mercado Santa Luzia IrmÒos Freu;MINI MERCADO SANTA LUZIA;Varejo Alimenticio;Matriz;;02117 281-4141;;;1;R do Limoeiro, 410;Jd Luiz Zucca;15400000;Olimpia;SP;MKR
Porta da Esperanþa OlÝmpia Emp¾rio Ltda;PORTA DA ESPERANÃA;Varejo Alimenticio;Matriz;;02117 281-3580;;;0;R David de Oliveira, 140;Centro;15400000;Olimpia;SP;MKR
A Daher & Cia Ltda;TOME LEVE;Varejo Alimenticio;Filial;;17-3281-1087;17-3281-1087;17-3280-4930;8;R David de Oliveira, 955;Centro;15400-000;Olimpia;SP;MKR
Cooperativa dos Caf e Cit de Sao Paulo;COOPERCITRUS;Varejo Alimenticio;Filial;27;17-281-2431;;17-281-2431;0;R Dr Andrade e Silva, 1055;Vl Rodrigues;15400-000;Olimpia;SP;MKR
Cooperativa dos Caf e Cit de Sao Paulo;COOPERCITRUS;Varejo Alimenticio;Filial;17;17-281-7400;;17-281-7017;0;R Gal Osorio, 467;Centro;15400-000;Olimpia;SP;MKR
Vicente e Lopes Cia Ltda;SUPERMERCADO SANTA RITA;Varejo Alimenticio;Matriz;;17  3279-8563;;;1;R Caetano Gotardi, 739;Jd Primavera;15400-000;Olimpia;SP;MKR
E Toledo supermercado Ltda;SM TOLEDO;Varejo Alimenticio;Matriz;;17-293-1356;;17-293-1286;3;R 30 de Maio, 1278;Centro;15470-000;Palestina;SP;MKR
Carrefour Comercio e Industria Ltda;CHAMPION;Varejo Alimenticio;Filial;Votuporanga;17-3421-4430;;17-3421-3870;18;R Minas Gerais, 854;Centro;15500-000;Votuporanga;SP;MKR
Supermercado Cosmorama Ltda;SM FERNANDES;Varejo Alimenticio;Matriz;;17-3836-1155;;17-3836-1155;2;Pca Antonio Candido Borges, 843;Centro;15530-000;Cosmorama;SP;MKR
Carrefour Comercio e Industria Ltda;CHAMPION;Varejo Alimenticio;Filial;Fernandopolis;17-3442-5988;;17-3442-5988;17;Av Literio Greco, 600;Sao Fernando;15600-000;Fernandopolis;SP;MKR
Comercial S. Scrochio Ltda;SM BOTINHO;Varejo Alimenticio;Filial;;17-3442-6355;;17-3442-6355;10;Av Exped Brasileiro, 1420;Centro;15600-000;Fernandopolis;SP;MKR
Coperfrigo Atacado Ltda;COPERFRIGO;Varejo Alimenticio;Matriz;;17-3442-5311;;17-3342-4352;0;Av Exped Brasileiro, 139;Jd Sta Helena;15600-000;Fernandopolis;SP;MKR
Jeder Cassio Rissato Ltda EPP;GIGANTAO;Varejo Outros;Matriz;;17-3462-4159;;17-3462-4159;2;Av Amadeu Bizeli, 1299;Centro;15600-000;Fernandopolis;SP;MKR
Mercearia M J de Souza ltda;SM SOUZA;Varejo Alimenticio;Matriz;;17-3442-5305;;17-3442-1800;6;R Pernambuco, 1480;Vl Aparecida;15600-000;Fernandopolis;SP;MKR
Supermercado Matos Ltda;SUPERMERCADO MATOS;Varejo Alimenticio;Matriz;;17  639-1127;;17;0;R Sao Paulo, 1347;Centro;15670000;Populina;SP;MKR
Parrega Delgado Ltda;SM PINHEIRO;Varejo Alimenticio;Matriz;;17   621-2605;;;0;R das Palmeiras, 1874;Vl Pinheiro;15700000;Jales;SP;MKR
Ildo Fernandes da Silva & Cia Ltda;ILDO SM;Varejo Alimenticio;Matriz;;17   3621-2200;;;0;R Nova York, 1461;Vl Ines;15700-000;Jales;SP;MKR
Tarrega e Delgado Ltda.;SM PINHEIRO;Varejo Alimenticio;Matriz;;17-3632-3210;;17-3632-3210;4;R das Palmeiras, 1874;Vl Pinheiro;15700-000;Jales;SP;MKR
Bonfim e Emidio Generos Alimenticios Ltda;MINI MERCADO SOL;Varejo Alimenticio;Matriz;;17-3661-1255;;17-3661-1255;1;Av Pres Castelo Branco, 821;Centro;15790000;Rubineia;SP;MKR
Mercearia Santa Paula Catanduva Ltda;MERCEARIA SANTA PAULA;Varejo Alimenticio;Matriz;;17 522-2339;;;0;R Rio Grande do Sul, 282;Higienopolis;15800-000;Catanduva;SP;MKR
Supermercado Gimenes Ltda;SM GIMENES;Varejo Alimenticio;Filial;26;17-522-3288;;17-522-3288;6;R 15 de Novembro, 754;Sao Francisco;15800-000;Catanduva;SP;MKR
Supermercado Gimenes Ltda;SM GIMENES;Varejo Alimenticio;Filial;25;17-522-3359;;17-522-3359;12;R Minas Gerais, 525;Centro;15800-000;Catanduva;SP;MKR
Servico Social do Comercio;SESC CATANDUVA;Prestação Serviços Clubes;Matriz;Catanduva;17   3524-9200;;17;0;Pca Felicia Tonello, 228;Vl Rodrigues;15801-321;Catanduva;SP;MKR
Comercial Santo Alfredo Ltda;EMPORIO SAO PEDRO;Varejo Alimenticio;Matriz;;17  522-4241;;;1;R Sao Paulo, 76/54;Higienopolis;15804000;Catanduva;SP;MKR
J Marino Industria e Comercio S/A;ITAMARATY;Industria Alimentícia;Matriz;;17-3524-9444;;17-3524-9440;0;Av Sao Vicente de Paulo, 180/240;Vl Celso Mouad;15809-145;Catanduva;SP;MKR
Santina Aparecida Alio Chimelo Ltda;SUPERMERCADO ALIO;Varejo Alimenticio;Matriz;;17  3587-7817;;17;4;R Quinze de Novembro, 696;Centro;15828-000;Palmares Paulista;SP;MKR
Supermercado Peres Ltda;SUPERMERCADO PERES;Varejo Alimenticio;Matriz;;17  546-1145;;17;4;R Pedro de Toledo, 740;Centro;15840000;Itajobi;SP;MKR
Otacilio Lozano ME;SUPERMERCADO CAMPONES;Varejo Alimenticio;Matriz;;17   3546-2529;;17;1;R Jose Garcia Louzada, 329;Jd dos Ipes;15840-000;Itajobi;SP;MKR
Supermercado Bem Bom de Ibira Ltda;SM CORNIANI DE IBIRA;Varejo Alimenticio;Matriz;;17-551-1744;;17-551-1744;4;R Cel Jonas G Gonzaga, 875;Centro;15860-000;Ibira;SP;MKR
Supermercado Corniani Ltda;SM CORNIANI;Varejo Alimenticio;Matriz;;17-286-1762;;17-286-1762;3;R Pedro de Toledo, 280;Centro;15890-000;Uchoa;SP;MKR
Supermercado Longhitano Serv Ltda;SUPERMERCADO LONGHITANO SERV;Varejo Alimenticio;Matriz;;16  3252-2470;;16;0;R Prudente de Moraes, 950;Centro;15900000;Taquaritinga;SP;MKR
A Longhitano & Cia Ltda;SM SIRVA-SE BEM;Varejo Alimenticio;Matriz;;16-3252-2014/ 6496;;16-3252-2014;4;R da Republica, 409/429;Centro;15900-000;Taquaritinga;SP;MKR
Comercio de Carnes Taquaritinga Ltda;TAQUARITINGA;Industria Alimentícia;Matriz;;16-3252-2122;;16-3252-2122;0;Chac Sao Jose, s/n;Vl Sarge;15900-000;Taquaritinga;SP;MKR
Supermercado Gimenes Ltda;SM GIMENES;Varejo Alimenticio;Filial;10;16-3252-3463;;16-3252-3463;9;R Visc de Rio Branco, 356;Centro;15900-000;Taquaritinga;SP;MKR
Yoshimasa Watanabe Cia Ltda;AVICOLA WATANABE;Varejo Alimenticio;Matriz;;16 - 3252-2711;;;0;Pca Centenario, 59;Taquaritinga;15900-000;Sao Paulo;SP;MKR
Comercial Nahfi Ltda;SM NAHFI;Varejo Alimenticio;Matriz;;16-3242-1180;;16-3242-9751;4;R Nhonho do Livramento, 1716;Centro;15910-000;Monte Alto;SP;MKR
Maimori e Maimori Ltda ME;FRANGOLANDIA SAO BENEDITO;Industria Alimentícia;Matriz;;16-3242-1219;;;0;R Nhonho do Livramento, 900;Centro;15910-000;Monte Alto;SP;MKR
Donizete & Freitas Ltda;SM PORTUGUES;Varejo Alimenticio;Matriz;;16  3287-1164;;16  3287-1164;4;R Manoel Marques, 300;Centro;15920-000;Vista Alegre;SP;MKR
Cerealista Maranhao Ltda;MARANHAO;Varejo Alimenticio;Filial;;17-571-1797;;17-571-1797;7;R Quinze de Novembro, 416;Centro;15950-000;Santa Adelia;SP;MKR
Paulo Sergio Fernandes Supermec. EPP;PAULINHO SM;Varejo Alimenticio;Matriz;;16-3256-1107;;16-3256-1275;3;R Joao Lourenco Leite, 309;Centro;15970000;Santa Ernestina;SP;MKR
Carol Supermercado Ltda;CAROL SUPERMERCADO;Varejo Alimenticio;Matriz;;16-282-3809;;16-3394-1404;1;R Jundiai, 950;Jd Buscardi;15990000;Matao;SP;MKR
Supermercado Gimenes Ltda;SM GIMENES;Varejo Alimenticio;Filial;08;16-282-5440;;16-282-5440;13;R Sao Lourenco, 395;Centro;15990-000;Matao;SP;MKR
Mercearia Ferrari ME;MERCEARIA FERRARI;Varejo Alimenticio;Matriz;;02116 284-1928;;;0;R Catanduva, 1060;Jd Buscardi;15991232;Matao;SP;MKR
Mercearia Sichieri Ltda ME;MERCEARIA SICHIERI;Varejo Alimenticio;Matriz;;02116 289-1229;;;0;R Cesar Sichieri, 183;Centro;15999000;Sao Lourenco do Turvo;SP;MKR
Color Visao do Brasil Ind. Acrilica Ltda;COLOR VISAO;Industria Outros;Matriz;;18-3631-8500;;18-3631-8500;0;Estr Municipal Aracatuba Prata, Km 9  CP 171;Traitu;16001-970;Aracatuba;SP;MKR
Mercearia Sao Paulo Ltda;MERCEARIA SAO PAULO;Varejo Alimenticio;Matriz;;18  623-7638;;18;0;R Aguapei, 464;Centro;16010500;Aracatuba;SP;MKR
Habibs Fast Food;HABIBS ARACATUBA;Varejo Alimenticio;Filial;;18  624-5986;;18  620-3000;0;Av Joaquim Pompeu de Toledo, 703;Jd Nova York;16020-050;Aracatuba;SP;MKR
Carrefour Comercio e Industria Ltda;CHAMPION;Varejo Alimenticio;Filial;Aracatuba;18-624-1139;;18-624-1139;17;Av Waldemar Alves, 400;Planalto;16045-005;Aracatuba;SP;MKR
Rego Panischi e Martini Ltda;REGO PANISCHI;Varejo Alimenticio;Matriz;;18  622-0991;;;0;R Angelino Cardoso, 331;Umuarama;16063170;Aracatuba;SP;MKR
Ind. e Com. de Refrigeracao Gelux Ltda;GELUX;Industria Outros;Matriz;;18-624-5858;;18-624-1811;0;R Aguapei, 270/300;;16100-500;Aracatuba;SP;MKR
Borela & Ernica Ltda ME;MERCADO TRIANGULO;Varejo Alimenticio;Matriz;;18-641-4355;;18-641-4355;1;R Antonio da Silva Nunes, 530;Jd Aeroporto;16200000;Birigui;SP;MKR
Nakamura e Filhos Ltda;SUPERMERCADO NAKAMURA;Varejo Alimenticio;Matriz;;18  642-2115;;;0;R Rui Barbosa, 30;Centro;16200-025;Birigui;SP;MKR
Carrefour Comercio e Industria Ltda;CHAMPION;Varejo Alimenticio;Filial;Birigui;18-3644-5001;;18-3644-4267;15;Av Euclides Miragaia, 1836;Jd Perola;16200-270;Birigui;SP;MKR
Supermercado Bandeirante Ltda;SUPERMERCADO BANDEIRANTE;Atacado Outros;Filial;02;18-3361-1141;18-3361-1141;;0;Av. Antonio da Silva Nunes,837;Estancia  Caiþara;16201-106;Paraguaþu;SP;MKR
Servico Social do Comercio;SESC BIRIGUI;Prestação Serviços Clubes;Matriz;Birigui;18  642-7040;;18;0;Trav Sete de Setembro, 5;Vl Xavier;16203-005;Birigui;SP;MKR
Supermercado Sakumoto Ltda;SUPERMERCADO SAKUMOTO;Varejo Alimenticio;Matriz;;18   652-4479;;18;6;R Altino Vaz de Melo, 347;Centro;16300000;Penapolis;SP;MKR
Supermercado Sakumoto Ltda;SM SAKUMOTO;Varejo Alimenticio;Matriz;;18-3652-1831;18-3652-1831;18-3652-1831;7;R Altino Vaz de Melo, 347;Centro;16300-000;Penapolis;SP;MKR
Supermercado Village de Penapolis Ltda;SM VILLAGE;Varejo Alimenticio;Filial;;18-652-0353;;18-652-0353;0;R Afonso Giovani Silva, 250;Vilage Regina;16300-000;Penapolis;SP;MKR
Frigorifico Maraba Ltda;FRIGOCLASS;Industria Alimentícia;Filial;;14-3541-1112;;;0;Estr Vicinal Quetizo Utiama, Km 1 CP 31;Corrego azul;16360-000;Promissao;SP;MKR
Comercial Ribeiro Pintao Imp Exp Ltda;SM SUPER AMALIA;Varejo Alimenticio;Filial;Lj 02;11-3543-9500;;;0;Av Noroeste, 500;Centro;16370-000;Promissao;SP;MKR
Mercearia Schiavon Ltda;MERCEARIA SCHIAVON;Varejo Alimenticio;Matriz;;02114 523-2373;;;0;R Floriano Peixoto, 852;Centro;16400100;Lins;SP;MKR
Comercial Ticaso Hirata;SM HIRATA;Varejo Alimenticio;Matriz;;14-3522-4122;;14-3522-4122;0;R Ten Gomes Ribeiro, 66;Centro;16400-175;Lins;SP;MKR
Supermercado Caliani Getulina -ME;SM CALIANI;Varejo Alimenticio;Matriz;;14  552-1855;;14;5;Pca Nove de Julho, 37;Centro;16450000;Getulina;SP;MKR
Supermercado Rastelao Ltda;SM RASTELAO;Varejo Alimenticio;Matriz;;14-3554-1938;;14-3554-1490;0;Av Washington Luis, 159;Centro;16500-000;Cafelandia;SP;MKR
Casa Brasil Ltda;CASA BRASIL;Varejo Alimenticio;Matriz;;14  572-1040;;;0;R Cons Rodrigues Alves, 131;Centro;16600000;Pirajui;SP;MKR
Luiz Caetano Pina & Cia Ltda;PINA SUPERMERCADOS;Varejo Alimenticio;Filial;;18-661-2534;;;12;Av Rio Branco, 841;Centro;16700000;Guararapes;SP;MKR
Frigoalta - Franco Fabril Alimentos;FRIGO ALTA;Varejo Alimenticio;Filial;Guararapes;18-3606-2000;;18-661-2002;0;R Prudente de Moraes, 10;Centro;16700-000;Guararapes;SP;MKR
Sakae Fugii;SAKE FUGII;Varejo Alimenticio;Matriz;;18-3401-2427;;;0;R Ana Italia Benes, 148;Centro;16880-000;Valparaiso;SP;MKR
Supermercado Comercial Economia Ltda;ECONOMIA SM;Varejo Alimenticio;Matriz;;18   671-1319;;;6;R Manoel Parada de Carvalho, 600;Centro;16880-000;Valparaiso;SP;MKR
Luiz Carlos Alves Andradina;SM PASSARELI;Varejo Alimenticio;Matriz;;18-3722-8080;;18-3722-6121;16;R Manoel Teixeira de Freitas, 1006;Centro;16900000;Andradina;SP;MKR
Frigorifico Baby Beef Ltda;BABY BEEF;Industria da Carne;Matriz;;18-3722-8240;;18-3722-8240;0;Estr do Jau, s/n Km 5 + 300 mts;Corrego Sao Pedro;16900-000;Andradina;SP;MKR
David Silva Alves Castilho Ltda;SM AVENIDA;Varejo Alimenticio;Matriz;;18-3741-1520;;;3;Av Pres Getulio Vargas, 121;Centro;16920000;Castilho;SP;MKR
Paschoaleto e Orlandi Ltda;SUPERMERCADO SAO JOSE;Varejo Alimenticio;Matriz;;18 3705-1584;;;0;R Joao Machado, 420;Centro;16980000;Guaracai;SP;MKR
Servico Social do Comercio;SESC BAURU;Prestação Serviços Clubes;Matriz;Bauru;14-235-1750;;;0;Av Aureliano Cardia, 671;Vl Cardia;17013-411;Bauru;SP;MKR
Fundacao p/ o Desenv. Medico e Hospitalar;FAMESP HOSPITAL DE BAURU;Prestação Serviços Outros;Matriz;;14-3103-7777 R 3296;;;0;Av Eng Luis Edmundo C Coube, 1-100;Jd Stos Dumont;17033-360;Bauru;SP;MKR
Cadbury Adams Brasil Ind Com Prod Alim Ltda;ADAMS;Industria Alimentícia;Matriz;;14-3103-8100;;14-3103-8100;0;R Joaquim Marques de Figueiredo, 899;Distrito Industrial;17034-290;Bauru;SP;MKR
Pillsbury Brasil Ltda;PILLSBBURY;Industria Alimentícia;Filial;;14-3203-2711;;14-230-5044;0;R Joaquim Marques de Figueiredo, 5121;Distrito Industrial;17034-290;Bauru;SP;MKR
Sukest Ind. de Alimen. e Farma Ltda;SUKEST;Industria Alimentícia;Matriz;;14-3103-3024;;14-3103-3031;0;Av Jose Fortunato Molina, 2-150;Distrito Industrial;17034-310;Bauru;SP;MKR
Habibs Fast Food;HABIBS BAURU;Varejo Alimenticio;Filial;;14  227-1671;;14  227-9537;0;Av Nacoes Unidas, Qd 29 22;Vl Cidade Universitaria;17044-002;Bauru;SP;MKR
Jad Zogheib & Cia Ltda;SUPERMERCADO CONFIANCA;Varejo Alimenticio;Filial;01;14  234-1177;;;0;Av Getulio Vargas, 330;Jd Estoril;17050-901;Bauru;SP;MKR
Jad Zogheib & Cia Ltda;SUPERMERCADO CONFIANCA;Varejo Alimenticio;Filial;03;14  239-2709;;;0;Av Marcos de Paula Rafael, 1313;Nucleo Mary Dota;17050-901;Bauru;SP;MKR
Valdeir Antonio Marcuso Ltda;SUPERMERCADO VALMAR;Varejo Alimenticio;Matriz;;14  238-4022;;14;3;R Prof Ayrton Busch, 1697;Pq Jaragua;17066-590;Bauru;SP;MKR
Cestao Bauru Com. de Generos Alim. Ltda;CESTAO BAURU;Varejo Alimenticio;Matriz;;14-3238-2682;;14-3238-2682;4;R Prof Airton Bush, Qda 2-5;Santa Edviges;17066-900;Bauru;SP;MKR
Carrefour Comercio e Industria Ltda;CHAMPION;Varejo Alimenticio;Filial;Sumare;19-3873-4577;;19-3873-9092;16;R Justino Franca, 398;Jd Sao Carlos;17170-050;Sumare;SP;MKR
Monari & Cia Ltda;SUPERMERCADO MONARI;Varejo Alimenticio;Matriz;;14  254-1155;;;5;R Laemert Garcia dos Santos, 893;Centro;17180-000;Iacanga;SP;MKR
Supermercados Jau Serve Ltda;REDE JAU SERVE;Varejo Alimenticio;Filial;03;14-624-1155;;14-624-1155;4;Av das Nacoes, 458;Centro;17201-300;Jau;SP;MKR
Fernandes de Barbosa Jau Ltda ME;REFRITEC;Varejo Outros;Matriz;;14-3621-5218;;14-3624-7733;0;Av das Nacoes, 130;Centro;17202-100;Jau;SP;MKR
Usina Central Pta. Acucar e Alcool Ltda;GRUPO ATALLA;Industria Alimentícia;Filial;;14-3602-6422;;14-3662-2730;0;R Prudente de Moraes, 552;Vl Nova;17202-900;Jau;SP;MKR
Industria e Comercio de Carnes Fribela;FRIBELA;Industria Alimentícia;Matriz;;14  3622 - 2152/3626;;14;0;R Santa Monica, 194;Chac Dr Lopes;17208-040;Jau;SP;MKR
Comercial Bocainense Ltda;MARISA SUPERMERCADO;Varejo Alimenticio;Matriz;;14-3666-1322;;14-3666-1322;3;R Cel Pedro Alexandrino, 284;Centro;17240-000;Bocaina;SP;MKR
De Santis & Oliveira Ltda;SM DE SANTIS;Varejo Alimenticio;Matriz;;14  662-3999;;14;1;R Jose Matiuzzo, 476;Vl Sao Jose;17250000;Bariri;SP;MKR
Mercantil Pastrelo Ltda;SUPERMERCADO BARIRI SERV;Varejo Alimenticio;Matriz;;14  662-1464;;14   662-1586;0;R Quinze de Novembro, 429;Centro;17250-000;Bariri;SP;MKR
Supermercados Jau Serve Ltda;REDE JAU SERVE;Varejo Alimenticio;Filial;09;14-662-1303;;14-662-6300;4;R Floriano Peixoto, 156;Centro;17250-000;Bariri;SP;MKR
Industria Alimenticia Uniao Itaju;UNIAO ITAJU;Varejo Alimenticio;Matriz;;14-667-1200;;14-667-1314;0;R Primeiro de Maio, 100;Polo Industrial;17260-000;Itaju;SP;MKR
Supermercado Avenida Ltda;SUPERMERCADO AVENIDA;Varejo Alimenticio;Matriz;;14-252-3386;;;0;Av Brasil, 1260;Centro;17280000;Perderneiras;SP;MKR
Supermercado Scarlassara Ltda Me;SM SCARLASSARA;Varejo Alimenticio;Matriz;;14-3284-1085;;;0;Av Antonio Ademir Leandrin, 1502;Centro;17280-000;Pederneiras;SP;MKR
Supermercados Jau Serve Ltda;REDE JAU SERVE;Varejo Alimenticio;Filial;08;14-252-6555;;14-252-6555;6;R Cel Coimbra, 481;Centro;17280-000;Pederneiras;SP;MKR
Correia & Barbirato Ltda ME;MARIO E MARIO;Varejo Alimenticio;Matriz;;14-3268-1838;;14-3268-1838;3;Av Brasil, 315;Centro;17290-000;Macatuba;SP;MKR
Supermercados Jau Serve Ltda;REDE JAU SERVE;Varejo Alimenticio;Filial;01;14-652-2467;;14-652-2467;4;Av Gofredo Schilini, 146;Vl Bandeirantes;17300-000;Dois Corregos;SP;MKR
Valter Garcia da Silva;SUPERMERCADO PAULISTA;Varejo Alimenticio;Filial;;14   652-2347;;14   652-1093;4;R Voltaire Nogueira Santos, 208;Centro;17300-000;Dois Corregos;SP;MKR
Supermercado Peracoli Ltda;SUPERMERCADO PERACOLI;Varejo Alimenticio;Matriz;;14  641-0010;;14;1;R Prudente de Moraes, 1073;Centro;17340000;Barra Bonita;SP;MKR
Bello & Baroni Ltda;SUPERMERCADO BELLO;Varejo Alimenticio;Matriz;;14-3642-3006;;14-3624-3006;3;R Clovis Alves Mamede, 80;Cohab;17340-000;Barra Bonita;SP;MKR
Supermercados Jau Serve Ltda;REDE JAU SERVE;Varejo Alimenticio;Filial;30;14-642-1812;;14-642-1812;5;R Rio Branco, 22;Centro;17340-000;Barra Bonita;SP;MKR
Teixeira & Teixeira Ltda;SM GIRASSOL;Varejo Alimenticio;Matriz;;14  642-1987;;14  642-1987;5;Av Nove de Julho, 408;Vl Correa;17340-000;Barra Bonita;SP;MKR
Zamparo e Companhia Ltda;BAR E EMPORIO ZAMPARO;Varejo Alimenticio;Matriz;;14-3642-3999;;14-3642-3999;1;R da Estacao, 5;Campos Sales;17340-000;Barra Bonita;SP;MKR
Manoel Abile & Filhos Ltda;SM ABILE;Varejo Alimenticio;Matriz;;14-3644-1100;;;4;R Joaquim Medeiros, 450;Centro;17350000;Igaracu do Tiete;SP;MKR
Supermercado Nanico Ltda;SM NANICO;Varejo Alimenticio;Matriz;;14-3644-2373;;14-3644-2373;7;R Joao Izeppe, 145;Jd das Acacias;17350-000;Igaracu do Tiete;SP;MKR
Ind. de Alimentacao Monjolinho Ltda;DEUSA ALIMENTOS;Industria Alimentícia;Filial;;14-461-0985;;14-461-0985;0;Rod Com Joao R Barros - Km 418 - CP 64;Zona Rural;17400-000;Marilia;SP;MKR
RB de Garca Com. e Ind. Alimentos Ltda;RB;Industria Alimentícia;Matriz;;14-460-1988;;14-460-1988;0;R Dr Labieno da Costa Machado, 4100;Distrito Industrial;17400-000;Garca;SP;MKR
Supermercado Rastelao Ltda;SM RASTELAO;Varejo Alimenticio;Filial;;14-460-3217;;;0;R Carlos Ferrari, 495;Centro;17400-000;Garca;SP;MKR
Frigorifico Comercial Bossoni Ltda;FRIGORIFICO BOSSONI;Industria da Carne;Matriz;;14-3474-1229;;14-3474 1229;0;Estr do Matadouro Municipal, Km 1;Rural;17420-000;Lupercio;SP;MKR
Ceya Comercial Ltda;CEYA SUPERMERCADO;Varejo Alimenticio;Matriz;;14-3282-4122;;14-3282-4122;4;R Emb Pedro de Toledo, 35;Centro;17470000;Duartina;SP;MKR
Hamilton Menecheli & Cia Ltda;SM BRASIL;Varejo Alimenticio;Matriz;;14  242-1966;;14;3;R Sao Paulo, 464;Centro;17470000;Duartina;SP;MKR
Zanata e Cia Ltda;SM ZANATA;Varejo Alimenticio;Matriz;;14-3282-1818;;;4;Av Sao Paulo, 516;Centro;17470-000;Duartina;SP;MKR
